urn,fz3,fz2
117315,False,False
117316,False,False
117317,False,False
117319,False,False
117322,False,False
117323,False,False
117324,False,False
117326,False,False
117327,False,False
117328,False,False
117329,False,False
117330,False,False
117331,False,False
117333,False,False
117334,False,False
117335,False,False
117336,False,False
117337,False,False
117340,False,False
117342,False,False
117345,False,False
117349,False,False
117353,False,False
117358,False,False
117361,False,False
117363,False,False
117364,False,False
117365,False,False
117366,False,False
117367,False,False
117368,False,False
117369,False,False
117370,False,False
117371,False,False
117374,False,False
117376,False,False
117377,False,False
117378,False,False
117379,False,False
117382,False,False
117384,False,False
117385,False,False
117386,False,False
117387,False,False
117389,False,False
117390,False,False
117391,False,False
117392,False,False
117393,False,False
117394,False,False
117395,False,False
117396,False,False
117397,False,False
117398,False,False
117400,False,False
117401,False,False
117402,False,False
117403,False,False
117405,False,False
117406,False,False
117407,False,False
117408,False,False
117409,False,False
117410,False,False
117413,False,False
117414,False,False
117415,False,False
117416,False,False
117417,False,False
117418,False,False
117419,False,False
117420,False,False
117421,False,False
117422,False,False
117423,False,False
117424,False,False
117426,False,False
117428,False,False
117430,False,False
117431,False,False
117432,False,False
117433,False,False
117434,False,False
117435,False,False
117437,False,False
117439,False,False
117440,False,False
117441,False,False
117442,False,False
117443,False,False
117444,False,False
117445,False,False
117446,False,False
117448,False,False
117449,False,False
117451,False,False
117452,False,False
117453,False,False
117455,False,True
117456,False,False
117457,False,False
117458,False,False
117459,False,False
117460,False,False
117461,False,False
117462,False,False
117463,False,False
117464,False,False
117465,False,False
117466,False,False
117467,False,False
117469,False,False
117470,False,False
117472,False,False
117473,False,False
117474,False,False
117488,False,False
117490,False,False
117491,False,False
117495,False,False
117496,False,False
117497,False,False
117499,False,False
117504,False,False
117518,False,False
117530,False,False
117534,False,False
117541,False,False
117552,False,False
117554,False,False
117555,False,False
117559,False,False
117562,False,False
117563,False,False
117564,False,False
117565,False,False
117567,False,False
117569,False,False
117570,False,False
117577,False,False
117578,False,False
117665,False,False
117667,False,False
117669,False,False
117670,False,False
117671,False,False
117672,False,False
117674,False,False
117676,False,False
117679,False,False
117680,False,False
117681,False,False
117682,False,False
117683,False,False
117684,False,False
117685,False,False
117686,False,False
117690,False,False
117691,False,False
117692,True,False
117695,False,False
117697,False,False
117698,False,True
117699,False,False
117700,False,False
117726,True,False
117727,False,False
117728,True,False
117733,True,False
117736,False,False
117737,False,False
117740,True,False
117741,False,False
117743,False,False
117747,False,False
117748,False,False
117752,False,False
117753,False,False
117756,False,False
117768,False,False
117771,False,False
117780,False,False
117781,False,False
117787,False,False
117811,False,False
117812,False,False
117823,False,False
117824,False,False
117825,False,False
117830,False,False
117831,False,False
117832,False,False
117833,False,False
117838,False,False
117839,False,False
117840,False,False
117841,False,False
117842,False,False
117852,False,False
117853,False,False
117855,False,False
117858,False,False
117859,False,False
117860,True,False
117861,False,False
117862,True,False
117864,False,False
117866,False,False
117867,False,False
117868,False,False
117872,False,False
117875,True,False
117878,False,False
117881,False,False
117882,False,False
117883,False,False
117885,False,False
117888,True,False
117889,False,False
117891,False,False
117892,True,False
117893,True,False
117894,False,False
117909,False,False
117911,True,False
117912,False,False
117916,False,False
117926,False,False
117934,False,False
117935,True,False
117936,True,False
117937,True,False
117939,True,False
117941,True,False
117942,True,False
117967,True,False
117969,False,False
117970,False,False
117972,False,False
117973,False,False
117974,False,False
117976,False,False
117977,False,False
117980,False,False
117981,False,True
117982,False,False
117983,False,False
117985,False,False
117987,False,False
117989,False,False
117990,False,False
117992,False,False
117993,False,False
117995,True,False
117996,False,False
117997,False,False
117999,False,False
118000,False,False
118001,False,False
118002,False,False
118003,True,False
118004,False,False
118005,False,False
118006,True,False
118007,False,False
118010,True,False
118014,False,False
118016,False,False
118017,True,False
118020,False,False
118022,False,False
118023,True,False
118025,False,False
118026,False,False
118028,False,False
118030,True,False
118034,False,False
118038,False,False
118043,True,False
118044,False,False
118051,True,False
118072,False,False
118073,False,False
118075,False,False
118076,False,False
118082,False,False
118085,False,False
118097,False,False
118109,False,False
118111,False,False
118112,False,False
118120,False,False
118122,False,False
118138,True,False
118140,True,False
118144,False,False
118145,False,False
118146,False,False
118147,False,False
118148,True,False
118156,False,False
118158,False,False
118159,False,False
118160,False,False
118161,False,False
118162,False,False
118163,False,False
118164,False,False
118165,False,False
118167,False,False
118168,False,False
118169,False,False
118172,False,False
118173,False,False
118175,False,False
118176,False,False
118177,False,False
118178,False,False
118179,False,False
118180,False,False
118181,False,False
118182,False,False
118183,False,False
118188,False,False
118192,False,False
118193,False,False
118194,True,False
118195,False,False
118196,False,False
118198,False,False
118199,False,False
118200,False,False
118226,False,False
118227,False,False
118228,False,False
118229,False,False
118254,False,False
118255,False,False
118257,False,False
118258,False,False
118262,False,False
118264,False,False
118266,False,False
118271,True,False
118272,False,False
118273,False,False
118277,False,False
118278,False,False
118279,False,False
118280,False,False
118282,False,False
118283,False,False
118285,False,True
118286,False,False
118288,False,False
118289,False,False
118290,False,False
118291,False,True
118292,False,False
118294,False,False
118295,False,False
118297,False,False
118301,False,False
118302,False,False
118307,False,False
118308,False,False
118309,False,False
118310,False,True
118311,False,False
118313,False,False
118314,False,False
118317,False,False
118320,False,False
118329,False,False
118330,False,False
118336,False,False
118337,False,False
118338,False,False
118341,False,False
118346,False,False
118348,True,False
118354,False,False
118356,False,False
118359,False,False
118361,False,False
118363,True,False
118364,False,False
118365,False,False
118369,False,False
118370,False,False
118371,False,False
118372,False,False
118373,False,False
118374,False,False
118375,False,False
118377,False,False
118381,False,False
118385,False,False
118387,False,False
118393,False,False
118398,False,False
118399,False,False
118400,False,False
118401,False,False
118403,False,False
118405,False,False
118406,False,False
118411,False,False
118414,False,False
118416,False,False
118423,False,False
118436,False,False
118438,True,False
118442,False,False
118449,False,False
118453,False,False
118456,False,False
118459,False,False
118461,False,False
118465,False,False
118468,False,False
118477,False,False
118479,False,False
118480,False,False
118484,False,False
118487,False,False
118488,False,False
118490,True,False
118491,False,False
118493,False,False
118495,False,False
118501,False,True
118505,False,False
118509,False,False
118511,False,False
118515,False,False
118516,False,False
118523,False,False
118524,False,False
118526,False,False
118534,False,False
118536,False,False
118541,False,False
118548,False,False
118551,False,False
118555,False,False
118558,False,False
118566,False,False
118568,False,False
118575,False,False
118576,False,False
118585,False,False
118590,False,False
118592,False,False
118597,False,False
118598,False,False
118600,False,False
118601,False,False
118602,False,False
118603,False,False
118604,False,False
118606,False,False
118607,False,False
118608,False,False
118611,False,False
118613,False,False
118614,False,False
118615,False,False
118616,False,False
118617,False,False
118619,False,False
118620,False,False
118622,False,False
118623,False,False
118625,False,False
118626,False,False
118629,False,False
118630,False,False
118631,False,False
118632,False,True
118634,False,False
118635,False,False
118636,True,False
118637,True,False
118638,False,False
118641,False,False
118643,False,False
118646,True,False
118647,False,False
118649,False,False
118651,False,False
118653,False,False
118654,False,False
118655,False,False
118657,False,False
118659,False,True
118660,True,False
118663,False,False
118664,False,False
118665,False,False
118666,False,False
118672,False,False
118673,False,False
118675,False,False
118676,False,False
118678,False,False
118679,False,False
118680,False,False
118681,False,False
118682,False,False
118683,False,False
118685,False,False
118686,False,False
118687,False,False
118688,False,False
118691,False,False
118693,False,False
118694,False,False
118695,False,False
118696,False,False
118697,False,False
118698,False,False
118701,False,False
118702,False,False
118704,False,False
118705,False,False
118706,False,False
118707,True,False
118709,False,False
118710,False,False
118711,False,False
118712,False,False
118713,False,False
118715,False,False
118716,False,False
118717,False,False
118718,False,False
118720,False,False
118721,False,False
118722,False,False
118724,False,False
118725,False,False
118726,False,False
118728,False,False
118730,False,False
118734,False,False
118735,False,False
118736,False,False
118737,False,True
118738,False,False
118740,False,False
118741,False,False
118744,False,False
118745,False,False
118748,False,False
118750,False,False
118751,False,False
118754,False,False
118764,False,False
118765,False,False
118768,False,False
118769,False,False
118775,False,False
118777,False,False
118779,False,False
118782,False,False
118785,False,False
118788,False,False
118789,False,False
118790,False,False
118806,False,False
118835,False,False
118836,False,False
118840,False,False
118843,False,False
118846,False,False
118847,False,False
118849,False,False
118852,False,False
118853,False,False
118858,False,False
118859,False,False
118864,False,False
118867,False,False
118869,False,False
118871,True,False
118879,False,False
118884,False,False
118897,False,False
118898,False,False
118908,False,False
118919,False,False
118928,False,False
118931,False,False
118933,False,False
119026,False,False
119027,False,False
119029,False,False
119032,False,False
119036,False,False
119037,False,False
119040,False,False
119041,False,False
119042,False,False
119044,False,False
119045,False,False
119046,False,False
119050,False,False
119051,False,False
119052,False,False
119055,False,False
119056,False,False
119058,False,False
119059,False,False
119062,False,False
119064,False,False
119065,False,False
119066,False,False
119067,False,False
119070,False,False
119071,False,False
119074,False,False
119078,False,True
119079,False,False
119080,False,False
119083,False,False
119084,False,False
119086,False,False
119088,False,False
119089,False,False
119090,False,False
119091,False,False
119092,False,False
119093,False,False
119095,False,False
119096,False,False
119097,False,False
119099,False,False
119100,False,False
119101,False,False
119103,False,False
119106,False,False
119112,False,False
119115,False,False
119116,False,False
119118,False,False
119119,False,False
119120,False,False
119121,False,False
119122,False,False
119123,False,False
119124,False,False
119125,False,False
119126,False,False
119127,False,False
119128,False,False
119129,False,False
119130,False,False
119132,False,False
119134,False,False
119135,False,False
119136,False,False
119137,False,False
119138,False,False
119139,False,False
119140,False,False
119141,False,False
119145,False,False
119146,False,False
119147,False,False
119148,True,False
119149,True,False
119151,False,False
119152,False,False
119153,False,False
119154,False,False
119155,False,False
119156,False,False
119157,False,False
119158,False,False
119159,False,False
119160,False,False
119161,False,False
119162,False,False
119163,False,False
119164,False,False
119165,True,False
119166,False,False
119168,False,False
119172,False,False
119173,False,False
119174,False,False
119175,False,False
119176,False,False
119177,False,False
119178,False,False
119179,False,False
119180,False,False
119181,False,False
119183,False,False
119184,False,False
119185,False,False
119186,False,False
119187,False,False
119189,False,False
119190,False,False
119191,False,False
119192,False,False
119193,False,False
119194,False,False
119195,False,False
119196,False,False
119198,False,False
119199,False,False
119200,False,False
119201,False,False
119202,False,False
119205,False,False
119206,False,False
119208,False,False
119215,False,False
119217,False,False
119220,False,False
119221,False,False
119222,False,False
119224,False,False
119225,False,False
119226,False,False
119228,False,False
119229,False,False
119230,False,False
119231,False,False
119232,False,False
119233,False,False
119234,False,False
119235,False,False
119236,False,False
119237,False,False
119238,False,False
119239,False,False
119246,False,False
119250,False,False
119251,False,False
119257,False,False
119258,False,False
119260,False,False
119261,False,False
119262,False,False
119264,False,False
119265,False,False
119267,False,False
119270,False,False
119271,False,False
119272,False,False
119273,False,False
119275,False,False
119276,False,False
119277,False,True
119278,False,False
119279,False,False
119280,False,False
119282,False,False
119283,False,False
119284,False,False
119285,False,False
119286,False,False
119287,False,False
119290,False,True
119291,False,False
119292,False,True
119293,False,False
119294,False,False
119296,False,False
119297,False,False
119298,False,False
119299,False,True
119300,False,False
119301,True,False
119304,False,False
119305,False,False
119306,False,False
119307,False,False
119309,False,False
119310,False,False
119311,False,True
119313,False,False
119314,False,False
119315,False,False
119316,False,False
119318,False,False
119319,False,False
119320,False,False
119321,False,True
119322,False,False
119323,False,False
119325,False,False
119326,False,False
119328,False,False
119329,False,False
119330,False,False
119331,False,False
119332,False,False
119333,False,False
119334,False,False
119335,False,False
119336,False,False
119337,False,False
119338,False,False
119339,False,False
119341,False,False
119342,True,False
119343,True,False
119344,False,False
119346,False,False
119347,False,False
119350,False,False
119351,False,False
119352,False,False
119354,False,False
119355,False,False
119356,False,False
119357,False,False
119358,True,False
119360,False,False
119361,False,True
119362,False,False
119363,False,False
119364,False,True
119366,False,False
119367,False,False
119368,False,False
119369,False,False
119370,False,False
119371,False,False
119372,False,False
119374,False,False
119375,False,False
119376,False,False
119377,False,False
119378,False,False
119379,False,False
119380,False,False
119381,False,False
119382,False,False
119383,False,False
119384,False,False
119385,False,False
119386,False,False
119387,False,False
119388,False,False
119389,False,False
119390,False,False
119391,True,False
119392,True,False
119393,False,False
119395,False,False
119396,False,False
119397,False,False
119398,False,False
119402,False,False
119403,False,False
119404,False,False
119405,True,False
119406,False,False
119407,False,False
119408,False,False
119409,False,False
119410,False,False
119411,False,False
119413,False,False
119414,False,False
119415,False,False
119416,False,False
119417,False,False
119418,False,False
119419,True,False
119420,False,False
119421,False,False
119423,False,False
119424,False,False
119425,False,False
119427,False,False
119428,False,False
119429,False,False
119431,False,False
119432,False,False
119433,False,False
119434,False,False
119437,False,False
119438,False,False
119439,False,False
119440,False,False
119442,False,False
119445,False,False
119446,False,False
119447,False,False
119451,False,False
119452,False,False
119453,False,False
119454,False,False
119455,False,False
119458,False,False
119459,False,False
119461,False,False
119462,False,False
119463,False,False
119464,False,False
119465,False,False
119466,False,False
119467,False,False
119468,False,False
119469,False,False
119470,False,False
119472,False,False
119473,False,False
119474,False,False
119475,False,False
119476,False,False
119477,False,False
119478,False,False
119479,False,False
119480,False,False
119481,False,False
119482,False,False
119483,False,False
119484,False,True
119485,False,False
119486,False,False
119487,False,False
119492,False,False
119493,False,False
119495,False,False
119496,False,False
119499,False,False
119501,False,False
119502,False,False
119503,False,False
119505,False,False
119509,False,False
119510,False,False
119511,False,False
119512,False,False
119513,False,False
119514,False,False
119516,False,False
119517,False,False
119518,False,False
119519,True,False
119521,False,False
119522,False,False
119523,False,False
119524,False,False
119525,False,False
119526,False,False
119527,False,False
119528,False,False
119529,False,False
119530,False,False
119531,False,False
119532,False,False
119533,False,False
119534,False,False
119535,False,False
119536,False,False
119537,False,False
119538,False,False
119539,False,False
119540,False,False
119541,False,False
119542,False,False
119543,True,False
119544,True,False
119545,False,False
119546,False,False
119548,False,False
119549,False,False
119550,False,False
119551,False,False
119552,False,False
119553,False,False
119555,True,False
119556,False,False
119557,False,False
119558,False,False
119559,False,False
119560,False,False
119561,False,False
119562,False,False
119563,False,False
119564,False,False
119565,False,False
119567,False,False
119568,False,False
119569,False,False
119570,False,False
119571,False,False
119572,False,False
119573,False,False
119574,False,False
119575,False,True
119576,False,False
119577,False,False
119578,True,False
119583,False,False
119584,False,False
119585,False,False
119586,False,False
119588,False,False
119589,False,False
119592,False,False
119594,False,False
119595,False,False
119602,False,False
119605,False,False
119608,False,False
119609,False,False
119611,False,False
119612,False,False
119613,False,False
119614,False,False
119615,False,False
119619,False,False
119621,False,False
119622,False,False
119627,False,False
119628,False,False
119631,False,False
119633,False,False
119634,False,False
119636,False,False
119637,False,False
119638,True,False
119639,False,False
119640,True,False
119641,False,False
119642,False,False
119643,False,False
119644,False,False
119645,False,False
119646,False,False
119647,False,False
119648,False,False
119649,False,False
119650,False,False
119651,False,False
119654,False,False
119657,False,False
119658,False,False
119659,False,False
119660,False,False
119661,False,False
119663,False,False
119664,False,False
119665,False,False
119667,False,False
119668,False,False
119669,False,False
119670,False,False
119671,False,False
119672,False,False
119673,False,False
119674,False,False
119675,False,False
119676,False,False
119677,False,False
119678,False,False
119679,False,False
119680,False,False
119681,False,False
119682,False,False
119683,False,False
119684,False,False
119686,False,False
119687,False,False
119688,False,False
119689,False,False
119693,False,False
119694,False,False
119695,False,False
119696,False,False
119697,False,False
119698,False,False
119699,False,False
119701,False,False
119704,True,False
119705,False,False
119706,False,False
119707,False,False
119714,True,False
119716,False,False
119722,False,False
119753,False,False
119759,False,False
119765,False,False
119767,False,False
119771,True,False
119773,False,False
119774,False,False
119775,False,False
119779,False,False
119780,False,False
119782,False,False
119784,False,False
119785,False,False
119788,False,False
119789,False,False
119792,False,False
119793,False,False
119794,False,False
119798,False,True
119799,False,True
119800,False,False
119802,False,False
119803,False,False
119804,False,False
119805,False,False
119806,False,False
119807,False,False
119813,False,False
119814,False,False
119816,False,False
119861,False,False
119866,False,False
119871,False,False
119876,False,False
119877,False,False
119878,True,False
119879,False,False
119880,False,False
119883,False,False
119887,False,False
119889,False,False
119892,False,False
119893,False,False
119894,False,False
119895,True,False
119897,True,False
119898,False,False
119903,False,False
119906,False,False
119912,False,False
119913,False,False
119914,False,False
119915,False,False
119916,False,False
119917,False,False
119918,False,False
119925,False,False
119926,False,False
119928,False,False
119929,False,False
119930,False,False
119931,False,False
119932,False,False
119934,False,False
119936,True,False
119942,False,False
119949,False,False
119952,False,False
119953,False,False
119954,False,False
119956,False,False
119957,False,False
119958,False,False
119959,False,False
119961,False,False
119964,False,False
119981,False,False
119986,False,False
119993,False,False
120002,True,False
120003,True,False
120005,False,False
120006,False,False
120009,False,False
120014,False,False
120016,False,False
120017,False,True
120018,False,False
120023,False,True
120026,False,False
120028,False,False
120029,False,False
120034,False,False
120038,False,False
120039,False,False
120047,False,True
120050,False,False
120065,False,False
120068,False,False
120069,False,False
120070,False,False
120071,False,False
120073,False,False
120077,False,False
120079,False,False
120081,False,False
120084,False,False
120086,False,False
120087,False,False
120088,False,False
120095,False,False
120096,False,False
120100,False,False
120101,True,False
120107,False,False
120108,False,False
120114,False,False
120115,False,False
120119,False,False
120120,False,False
120121,False,False
120122,False,False
120123,False,False
120124,False,False
120127,False,False
120129,False,False
120131,False,False
120132,False,False
120134,False,False
120135,False,False
120138,False,False
120141,False,False
120142,False,False
120149,False,False
120151,False,False
120153,False,False
120158,False,False
120159,False,False
120163,False,False
120171,False,False
120172,False,False
120174,True,False
120175,False,False
120176,False,False
120187,False,False
120190,False,False
120192,False,False
120195,False,False
120201,False,False
120229,False,False
120230,False,False
120277,False,False
120281,False,False
120292,False,False
120298,False,False
120348,False,False
120352,False,False
120363,False,True
120364,False,True
120365,False,False
120374,False,False
120375,False,False
120376,False,False
120381,False,False
120382,False,False
120383,False,False
120385,True,False
120387,False,False
120388,False,False
120391,False,False
120392,False,False
120393,False,False
120396,False,False
120398,False,False
120400,False,False
120401,False,False
120406,False,False
120407,True,False
120408,True,False
120410,True,False
120412,False,True
120415,True,False
120417,False,True
120418,False,False
120420,True,False
120422,False,False
120424,True,False
120427,True,False
120429,False,False
120436,False,False
120440,False,False
120443,False,False
120444,False,False
120445,False,False
120450,True,False
120451,False,False
120453,False,False
120454,False,False
120457,False,False
120461,True,False
120463,False,False
120464,True,False
120465,False,False
120466,True,False
120468,False,False
120469,False,False
120471,False,False
120472,False,False
120473,False,False
120478,False,False
120479,True,False
120480,False,False
120481,False,False
120482,False,False
120483,False,False
120485,True,False
120487,False,False
120488,False,False
120491,False,False
120492,False,False
120493,False,False
120496,False,False
120497,False,False
120502,True,False
120506,False,False
120508,False,False
120509,False,False
120511,False,False
120512,False,False
120513,False,False
120514,False,False
120515,False,False
120517,False,False
120518,False,False
120519,False,False
120520,False,False
120522,False,False
120524,False,False
120525,False,False
120526,False,False
120528,False,False
120530,False,False
120532,False,False
120533,False,False
120534,False,False
120536,False,False
120537,False,False
120539,False,False
120540,False,False
120541,False,False
120542,False,False
120544,False,False
120548,False,True
120549,True,False
120551,False,False
120552,False,False
120554,True,False
120556,False,False
120560,False,False
120561,False,False
120562,False,False
120563,False,False
120565,False,False
120566,False,False
120568,False,False
120569,False,True
120570,False,False
120571,False,False
120572,False,False
120573,False,False
120574,False,False
120576,False,False
120577,False,False
120578,False,True
120579,True,False
120580,False,False
120581,False,False
120583,False,False
120584,False,False
120585,False,False
120587,False,False
120588,False,False
120589,False,False
120590,False,False
120594,False,False
120596,True,False
120597,False,False
120601,False,False
120602,False,False
120605,False,False
120606,False,False
120607,False,False
120611,False,True
120613,True,False
120614,True,False
120619,False,False
120623,False,False
120625,False,False
120626,False,False
120627,False,False
120628,False,False
120629,False,False
120630,False,False
120642,True,False
120655,False,False
120674,False,False
120683,True,False
120684,False,False
120686,False,False
120689,False,False
120692,True,False
120695,False,False
120753,False,False
120754,False,False
120755,False,False
120765,False,False
120766,False,True
120767,False,False
120777,False,False
120781,False,False
120783,False,False
120784,False,False
120788,False,False
120789,False,False
120794,False,False
120795,False,False
120796,False,False
120797,False,False
120798,False,False
120808,False,False
120809,False,False
120812,False,False
120815,False,False
120816,False,False
120817,False,False
120818,False,False
120821,False,False
120822,False,False
120825,False,False
120827,False,False
120830,False,True
120835,False,False
120836,False,False
120840,False,False
120841,False,False
120843,False,False
120847,False,False
120848,False,False
120851,False,False
120852,False,False
120853,False,False
120856,False,False
120859,False,False
120862,False,False
120863,False,False
120866,False,False
120867,False,False
120883,True,False
120884,True,False
120887,False,False
120888,False,False
120890,True,False
120896,False,False
120899,False,False
120903,False,False
120904,False,False
120905,False,False
120906,False,False
120908,False,False
120909,False,False
120910,False,False
120911,False,False
120912,False,False
120913,False,False
120914,False,False
120917,False,False
120918,False,False
120920,False,False
120922,False,False
120928,False,False
120932,False,False
120954,False,False
120958,False,False
120972,False,False
120973,False,False
120982,False,False
120987,False,False
120988,False,False
120990,False,False
120995,False,False
120999,False,False
121000,False,False
121011,False,False
121013,False,False
121017,False,False
121018,False,False
121019,False,False
121022,True,False
121026,False,False
121027,False,False
121035,False,False
121036,False,False
121037,False,False
121040,False,False
121041,False,False
121042,False,False
121050,False,False
121053,False,False
121054,False,False
121059,False,False
121061,False,False
121062,False,False
121063,False,False
121066,False,False
121067,False,False
121069,False,False
121081,False,False
121082,False,False
121083,False,False
121086,False,False
121087,False,False
121090,False,False
121092,False,False
121093,False,False
121095,False,False
121096,False,False
121097,False,False
121108,False,False
121110,False,False
121113,False,False
121117,False,False
121123,False,False
121128,False,False
121134,False,False
121135,False,False
121146,False,False
121147,False,False
121149,False,False
121150,False,False
121164,False,False
121190,False,False
121192,False,False
121197,False,False
121199,False,False
121202,False,False
121203,False,False
121205,False,False
121206,False,False
121254,False,False
121256,False,False
121257,False,False
121258,False,False
121260,False,False
121261,False,False
121262,False,False
121264,False,False
121265,False,False
121266,False,False
121267,False,False
121268,False,False
121269,False,True
121270,False,False
121273,False,False
121276,False,False
121277,False,False
121283,False,False
121293,False,False
121296,False,False
121299,False,False
121301,False,False
121302,False,False
121306,False,False
121308,False,False
121309,False,False
121311,False,False
121312,False,False
121313,False,False
121314,False,False
121319,False,False
121321,False,False
121322,False,False
121323,False,False
121324,False,False
121331,False,False
121332,False,False
121333,False,False
121334,False,False
121336,False,False
121337,False,False
121338,False,False
121342,False,False
121344,False,False
121349,False,False
121356,False,False
121357,False,False
121358,False,False
121360,False,False
121361,False,False
121362,False,False
121363,False,False
121365,False,False
121366,False,False
121367,False,False
121368,False,False
121370,False,False
121371,False,False
121372,False,True
121373,False,True
121377,False,False
121380,False,False
121382,False,False
121388,False,False
121391,False,False
121392,False,True
121393,False,False
121395,False,False
121402,False,False
121403,False,False
121404,False,False
121406,False,False
121411,False,False
121413,False,False
121415,False,False
121417,False,False
121419,False,False
121420,False,False
121421,False,False
121423,False,False
121427,False,False
121436,False,False
121444,True,False
121445,False,False
121447,False,False
121448,True,False
121449,False,False
121450,False,False
121451,False,False
121452,False,False
121453,False,False
121455,False,False
121456,False,False
121457,False,False
121459,False,False
121460,False,True
121461,False,False
121472,False,False
121473,True,False
121474,False,False
121477,False,False
121479,False,False
121480,False,False
121481,False,False
121482,False,False
121483,False,False
121484,False,False
121486,False,False
121487,False,False
121491,False,False
121492,False,False
121493,False,False
121495,False,True
121496,False,False
121498,False,False
121499,False,False
121501,False,False
121503,False,False
121504,False,False
121507,False,False
121510,False,False
121513,False,False
121515,False,False
121517,False,False
121518,False,False
121521,False,False
121523,False,False
121524,False,False
121525,False,True
121528,False,False
121531,False,False
121534,False,False
121535,False,False
121536,False,False
121538,False,False
121541,False,False
121542,False,False
121543,False,False
121544,False,False
121547,False,False
121549,False,False
121550,False,False
121551,False,False
121552,False,False
121555,False,False
121558,False,False
121559,False,False
121560,False,False
121562,False,False
121563,False,False
121564,False,False
121566,False,False
121569,False,False
121570,False,False
121572,False,False
121573,False,False
121575,False,False
121576,True,False
121580,False,False
121581,False,False
121586,False,True
121587,False,False
121588,False,False
121592,False,False
121596,False,False
121599,False,False
121600,False,False
121602,False,True
121604,False,False
121606,False,False
121608,False,False
121609,True,False
121610,False,False
121611,False,False
121613,False,False
121614,False,False
121615,False,False
121616,False,False
121619,False,False
121620,False,False
121621,False,False
121622,False,False
121625,False,True
121629,False,False
121631,False,False
121663,False,False
121666,False,False
121667,False,False
121670,False,False
121673,False,False
121679,False,False
121687,False,False
121689,False,False
121690,False,False
121694,False,False
121699,False,False
121702,True,False
121711,False,False
121716,False,False
121721,False,True
121765,False,False
121766,False,False
121771,False,False
121772,False,False
121776,False,False
121778,False,False
121782,False,False
121783,False,False
121784,False,False
121785,False,False
121786,False,False
121787,False,False
121788,False,False
121791,False,False
121792,False,False
121794,False,False
121798,False,False
121799,False,False
121800,False,False
121803,False,False
121808,False,False
121811,False,False
121812,False,False
121814,False,False
121821,False,False
121822,False,False
121826,False,False
121827,False,False
121843,False,False
121844,False,False
121845,False,False
121847,False,False
121849,False,False
121850,False,False
121851,False,False
121854,False,False
121857,False,False
121861,False,False
121864,False,False
121865,False,False
121871,False,False
121876,False,False
121877,False,False
121891,False,False
121901,False,False
121912,False,False
121920,False,False
121922,False,False
121924,False,False
121926,False,False
121927,False,False
121931,False,False
121939,False,False
121942,False,False
121943,False,False
121945,False,False
121951,False,False
121952,False,False
121957,False,False
121961,False,False
121964,False,False
121967,False,False
121969,False,False
121970,False,False
121971,False,False
121972,False,False
121975,False,False
121976,False,False
121985,False,False
121992,False,False
121993,False,False
121994,False,False
121998,False,False
122002,False,False
122003,False,False
122007,False,False
122011,False,False
122012,False,False
122013,False,False
122017,False,False
122025,False,False
122027,False,False
122031,False,False
122040,False,False
122045,False,False
122048,False,False
122066,False,False
122069,False,False
122076,False,False
122086,False,False
122096,False,False
122102,False,False
122108,False,False
122109,False,False
122112,False,False
122160,False,False
122170,False,False
122171,False,False
122173,False,False
122174,False,False
122176,False,False
122177,False,False
122178,False,False
122179,False,False
122180,False,False
122181,False,False
122183,False,False
122185,False,False
122186,False,False
122187,False,False
122191,False,False
122193,False,False
122194,False,False
122195,False,False
122196,False,False
122197,False,False
122198,False,False
122199,False,False
122202,False,False
122203,False,False
122210,False,False
122214,False,False
122215,False,False
122216,False,False
122221,False,False
122222,False,False
122223,False,False
122224,False,False
122225,False,False
122226,False,False
122227,False,False
122228,False,False
122232,False,False
122233,False,False
122234,False,False
122236,False,False
122239,False,False
122240,False,False
122242,False,False
122243,False,False
122244,False,False
122247,False,False
122248,False,False
122254,False,False
122258,False,False
122261,False,False
122264,False,False
122266,False,False
122268,False,False
122269,False,False
122271,False,False
122272,False,False
122273,False,False
122279,False,False
122281,False,False
122282,False,False
122283,False,False
122285,False,False
122287,False,False
122291,False,False
122293,False,False
122294,False,False
122295,False,False
122299,False,False
122302,False,False
122326,False,False
122328,False,False
122334,False,False
122335,False,False
122348,False,False
122350,False,False
122352,False,False
122354,False,False
122363,False,False
122374,False,False
122382,False,False
122383,False,False
122384,False,False
122385,False,False
122388,False,False
122389,False,False
122404,False,False
122414,False,False
122416,True,False
122426,False,False
122427,False,False
122440,False,False
122441,False,False
122442,False,False
122452,False,False
122453,False,False
122456,False,False
122463,False,False
122465,False,True
122468,False,False
122474,False,False
122476,False,False
122480,False,True
122481,False,False
122486,False,False
122488,False,False
122490,False,False
122493,False,False
122496,False,False
122497,False,False
122498,False,False
122501,False,False
122511,False,False
122516,False,False
122520,False,False
122525,False,False
122530,False,False
122531,False,False
122532,False,False
122535,False,False
122536,False,False
122540,True,False
122541,True,False
122545,False,False
122546,False,False
122547,False,False
122551,False,False
122555,False,False
122556,False,False
122561,False,False
122566,False,False
122571,False,False
122575,False,False
122578,False,False
122579,False,False
122580,False,False
122581,False,False
122584,False,False
122585,False,False
122586,False,False
122587,False,False
122589,False,False
122596,True,False
122597,False,False
122598,True,False
122600,False,False
122603,False,False
122612,False,False
122615,False,False
122621,False,False
122625,False,False
122627,False,False
122628,False,False
122631,False,False
122636,False,False
122638,False,False
122639,False,False
122640,False,False
122641,False,False
122644,False,False
122645,False,False
122650,False,False
122654,False,False
122655,False,False
